"JASID","LGC","Site_no","SiteName_furigana","SiteName_original","Address","Chronology","SiteType","ArchaeologicalFeatures","MajorArtefacts","Lon","Lat","X","Y"
13102000700,13102,"7","けいようせんはっちょうぼりいせき","京葉線八丁堀遺跡","中央区 八丁堀三丁目　 八丁堀四丁目","[近世]","社寺・屋敷（武家屋敷・町屋）","[近世]建物　排水路　土坑群　ピット　井戸　早桶　上水樋　穴蔵","陶磁器　土器　ホウロク　土製品　瓦　金属製品　木製品　石製品　砥石　石臼　硯　漆椀　笄　くし　銭貨",139.774719,35.675674,-5305.90846116933,-35980.7337360586
13102000800,13102,"8","","中央区No.8遺跡","中央区 八重洲二丁目","[近世]","屋敷","[近世]建物","陶磁器　瓦　石材　木製品　木杭　側板　漆器　下駄",139.7679198,35.67700364,-5921.29003244692,-35832.8323907362
13102000900,13102,"9","はまごてんいせき","浜御殿遺跡","中央区 浜離宮庭園","[近世]","庭園","※遺跡範囲のすべてが、国指定特別名勝及び特別史跡浜離宮庭園となっています。 [近世]建物　土坑　道路","陶磁器　素焼土器　瓦　石臼　石燈籠　金属製品　銭貨　枠木",139.7631815,35.66008643,-6351.5450675505,-37709.3621811488
13102001000,13102,"10","","中央区No.10遺跡","中央区 銀座三丁目","[近世]","その他（上水路跡）","[近世]木樋　埋桝（玉川上水）","",139.767242,35.671967,-5983.0209778381,-36391.5657698802
13102001100,13102,"11","","中央区No.11遺跡","中央区 銀座四丁目","[近世]","その他（上水路跡）","[近世]木樋（玉川上水）","",139.766251,35.671169,-6072.7932551348,-36480.036570559
13102001200,13102,"12","あかしょうちょう（だいさんじ）いせき","明石町（第3次）遺跡","中央区 明石町","[近世][近代]","屋敷","[近（近代）]木樋　継手（玉川上水）　建物基礎　土坑　小穴　焼土整理坑　穴蔵　池　石組護岸　下水木樋　埋桶　埋甕","陶磁器　土器　瓦類　金属製品　銭貨他",139.7763601,35.66854652,-5157.81069980823,-36771.5569900381
13102001300,13102,"13","","中央区No.13遺跡","中央区 日本橋室町一丁目","[近世]","その他（上水路跡）","[近世]木樋　埋桝（神田上水）","",139.7745288,35.68454718,-5322.53653332833,-34996.3150639614
13102001400,13102,"14","","中央区No.14遺跡","中央区 明石町","[近世]","その他（上水路跡）","[近世]木樋（玉川上水）","",139.7769953,35.66552021,-5100.49826283996,-37107.3343112088
13102001500,13102,"15","","中央区No.15遺跡","中央区 新川二丁目","[近世]","その他（上水路跡）","[近世]木樋（玉川上水）","",139.7817431,35.67463281,-4670.13086867429,-36096.6019651722
13102001600,13102,"16","","中央区No.16遺跡","中央区 築地三丁目","[近世]","その他（上水路跡）","[近世]木樋　継手（玉川上水、上水路跡）","",139.774489,35.66871386,-5327.19106843394,-36752.8921621577
13102001700,13102,"17","にほんばしにちょうめいせき","日本橋二丁目遺跡","中央区 日本橋二丁目","[近世]","屋敷（武家屋敷・町屋）","[近世]木樋","陶磁器",139.7744945,35.68156332,-5325.83940103064,-35327.3487792201
13102001800,13102,"18","あかしちょういせき","明石町遺跡","中央区 明石町","[近世]","屋敷（武家屋敷）","[近世]建物址　排水施設","陶磁器　近世土器　瓦",139.7766519,35.66936931,-5131.3412648543,-36680.2904655223
13102001900,13102,"19","","中央区No.19遺跡","中央区 明石町","[近世]","屋敷","","磁器　陶器片　瓦　近世土器片　銭貨",139.7779737,35.66716587,-5011.81709462619,-36924.812254024
13102002000,13102,"20","","中央区No.20遺跡","中央区 築地四丁目","[近世]","社寺","","人骨",139.7703912,35.66499573,-5698.43011090543,-37165.1581643921
13102002100,13102,"21","","中央区No.21遺跡","中央区 八丁堀一丁目","[近世]","社寺","","人骨",139.778992,35.67697575,-4919.02644585426,-35836.53743644
13102002200,13102,"22","","中央区No.22遺跡","中央区 八丁堀二丁目","[近世]","社寺・屋敷","","人骨",139.7765557,35.67701036,-5139.56032022974,-35832.5730134203
13102002300,13102,"23","","中央区No.23遺跡","中央区 八丁堀三丁目","[近世]","社寺","","人骨",139.7752044,35.674902,-5262.01957210353,-36066.4070017117
13102002400,13102,"24","","中央区No.24遺跡","中央区 新川二丁目","[近世]","その他","[近世]堀石","",139.7813912,35.6752673,-4701.94889179076,-36026.1936507697
13102002500,13102,"25","","中央区No.25遺跡","中央区 日本橋馬喰町二丁目","[近世]","社寺","","人骨",139.7835424,35.6956419,-4506.07030506637,-33765.8935890794
13102002600,13102,"26","","中央区No.26遺跡","中央区 東日本橋三丁目","[近世]","社寺","[近世]早桶","陶磁器　人骨",139.7838392,35.69189006,-4479.41974436453,-34182.1447469861
13102002700,13102,"27","","中央区No.27遺跡","中央区 佃二丁目","[近世]","社寺","","人骨　古銭　陶器",139.78689,35.66711564,-4204.6093923995,-36930.8029965416
13102002800,13102,"28","","中央区No.28遺跡","中央区 佃二丁目","[近世]","社寺","","人骨",139.786684,35.66806397,-4223.20904583989,-36825.5847564476
13102002900,13102,"29","","中央区No.29遺跡","中央区 日本橋馬喰町二丁目","[近世]","その他の墓","[近世]早桶","人骨　銭貨　磁器",139.7837312,35.69562796,-4488.98471962897,-33767.44877182
13102003000,13102,"30","","中央区No.30遺跡","中央区 新川二丁目","[近世]","屋敷","[近世]井戸1基","陶磁器　土器　瓦　金属製品",139.7814942,35.6742563,-4692.68422116953,-36138.3608387268
13102003100,13102,"31","","中央区No.31遺跡","中央区 日本橋二丁目","[近世]","屋敷","[近世]穴蔵","陶磁器類　瓦　木製品　骨格製品",139.7736362,35.68090797,-5403.57323796694,-35400.0077618045
13102003200,13102,"32","","中央区No.32遺跡","中央区 新川二丁目","[近世]","屋敷","[近世]盛土　埋甕　埋桶　土坑　焼土整理坑","陶磁器　土器　瓦　銭貨",139.7822752,35.67504418,-4621.93956770344,-36050.988957129
13102003300,13102,"33","にほんばしかきがらちょういっちょうめ（だい2じ）いせき","日本橋蛎殻町一丁目（第2次）遺跡","中央区 日本橋蛎殻町一丁目","[近世]","屋敷","[近世]池　土坑　竹樋　井戸　下水木樋　埋桶　土蔵址","",139.785802,35.68195571,-4302.31174064197,-35284.3703960896
13102003400,13102,"34","にほんばしかきがらちょういっちょうめいせき","日本橋蛎殻町一丁目遺跡","中央区 日本橋蛎殻町一丁目","[近世]","屋敷","[近世]石積護岸　池　土坑　竹樋　井戸　下水木樋　埋桶","陶磁器類　瓦　金属・木製品",139.7852527,35.68229035,-4352.01361324655,-35247.2205554632
13102003500,13102,"35","","中央区No.35遺跡","中央区 銀座八丁目","[近世]","その他の墓・その他（町屋）","[近世]盛土　方形木棺　円形木棺　上水木樋　井戸","陶磁器　木製品　人骨",139.7631471,35.66705978,-6354.10711693291,-36935.7245974567
13102003600,13102,"36","はっちょうぼりさんちょうめいせき","八丁堀三丁目遺跡","中央区 八丁堀三丁目","[近世]","社寺・屋敷","[近世]寺院・武家屋敷・町屋跡～早桶　蔵骨器　石組遺構　穴蔵　墓　井戸　建物址　排水路　上水遺構　杭列","陶磁器　土器　土製品　碁石　砥石　硯　泥面子　瓦　人形ミニチュア製品　石臼　金属製品　銭貨　木製品　かんざし",139.7766833,35.67547701,-5128.10794943979,-36002.6924937924
13102003700,13102,"37","はっちょうぼりにちょうめいせき","八丁堀二丁目遺跡","中央区 八丁堀二丁目","[近世]","社寺・屋敷","[近世]穴蔵　井戸　下水木樋　寺院跡　武家屋敷跡　町屋跡","陶磁器　土器　土製品　碁石　砥石　硯　泥面子　瓦　人形ミニチュア製品　石臼　金属製品　銭貨　木製品　かんざし",139.7768132,35.67571353,-5116.33396741736,-35976.4592833868
13102003800,13102,"38","","中央区No.38遺跡","中央区 新川二丁目","[近世]","屋敷","[近世]焼土整理坑　埋桶　石垣石","陶磁器類",139.7821992,35.67469371,-4628.83955925626,-36089.8671881718
13102003900,13102,"39","","中央区No.39遺跡","中央区 日本橋人形町三丁目","[近世]","屋敷（町屋）","[近世]路地跡","陶磁器類　煙管",139.779811,35.68586742,-4844.35233469064,-34850.1182480573
13102004000,13102,"40","","中央区No.40遺跡","中央区 日本橋馬喰町一丁目","[近世]","社寺","","人骨",139.7835896,35.69491832,-4501.83937844586,-33846.1713690353
13102004100,13102,"41","","中央区No.41遺跡","中央区 銀座八丁目","[近世]","その他の墓","","人骨",139.7640741,35.66678085,-6270.20565726813,-36966.7291319031
13102004200,13102,"42","","中央区No.42遺跡","中央区 新川一丁目","[近世]","その他の墓","","人骨",139.7822065,35.67723347,-4628.03210451279,-35808.1016706649
13102004300,13102,"43","","中央区No.43遺跡","中央区 八丁堀三丁目","[近世]","社寺","","人骨",139.7757022,35.67582235,-5216.89720109327,-35964.3281562078
13102004400,13102,"44","","中央区No.44遺跡","中央区 日本橋馬喰町二丁目","[近世]","社寺","","人骨",139.7831047,35.69573949,-4545.67653972518,-33755.0465576468
13102004500,13102,"45","","中央区No.45遺跡","中央区 築地四丁目","[近世]","社寺","","人骨　櫛　蔵骨器",139.7704942,35.66574883,-5689.05163642318,-37081.613910878
13102004600,13102,"46","","中央区No.46遺跡","中央区 日本橋浜町二丁目","[近世]","その他（上水木樋）","","",139.7862827,35.68664822,-4258.55167093058,-34763.7945426398
13102004700,13102,"47","","中央区No.47遺跡","中央区 八丁堀二丁目","[近世]","社寺・屋敷","[近世]井戸","陶磁器類",139.7750965,35.67719164,-5271.63645472596,-35812.3841367154
13102004800,13102,"48","","中央区No.48遺跡","中央区 八丁堀四丁目","[近世]","その他（上水木樋）","[近世]上水木樋（玉川上水の枝管か）","陶磁器類",139.7736889,35.67413777,-5399.25903489267,-36151.1099044531
13102004900,13102,"49","","中央区No.49遺跡","中央区 明石町","[近世]","屋敷（武家屋敷）","[近世]土坑　溝","陶磁器類　瓦　金属製品",139.7758451,35.66952272,-5204.37050783359,-36663.228449931
13102005000,13102,"50","","中央区No.50遺跡","中央区 東日本橋一丁目　 東日本橋二丁目","[近世]","社寺","","人骨",139.78547,35.69152757,-4331.84532096803,-34222.4333494708
13102005100,13102,"51","","中央区No.51遺跡","中央区 八丁堀三丁目","[近世]","社寺・屋敷（町屋）","[近世]盛土　井戸　穴蔵　焼土整理坑","陶磁器　石製品等",139.7749984,35.67519484,-5280.6480719252,-36033.9077195043
13102005200,13102,"52","","中央区No.52遺跡","中央区 日本橋人形町一丁目","[近世]","屋敷（町屋）","[近世]井戸　焼土整理坑　ゴミ穴　土蔵址他","陶磁器土器　瓦　木製品　銀貨等",139.7831928,35.68369232,-4538.38587125276,-35091.5899060367
13102005300,13102,"53","","中央区No.53遺跡","中央区 湊三丁目","[近世]","屋敷跡（武家地）","盛土　土坑　宝永火山灰廃棄土坑","陶磁器類　土製品　瓦類　木製品　繊維製品　金属製品　石製品　骨角貝製品",139.778729,35.67059653,-4943.22678011418,-36544.2469339889
13102005400,13102,"54","","中央区No.54遺跡","中央区 八丁堀四丁目","[近世]","屋敷跡（武家地・町地）","盛土　焼土層","陶磁器類　木製品　獣骨",139.7736203,35.67458401,-5405.43890004756,-36101.5994189772
13102005500,13102,"55","","中央区No.55遺跡","中央区 日本橋本石町三丁目","[近世]","その他（護岸盛土）","護岸盛土","陶磁器類",139.7705119,35.6864713,-5685.97910819926,-34782.6240326815
13102005600,13102,"56","","中央区No.56遺跡","中央区 八丁堀三丁目","[近世]","屋敷跡（武家地・町地）","盛土　土坑","陶磁器類　木製品　金属製品　貝類遺体",139.7783313,35.6747728,-4978.97043846573,-36080.9036667312
13102005700,13102,"57","","中央区No.57遺跡","中央区 新川一丁目","[近世]","屋敷跡（武家屋敷・堀跡）","盛土　石積護岸","陶磁器類",139.7833052,35.67701036,-4528.5897076596,-35832.9051306798
13102005800,13102,"58","","中央区No.58遺跡","中央区 新川二丁目","[近世]","屋敷（武家屋敷）","焼土整理土坑","陶磁器　土器　瓦",139.7820778,35.67545555,-4639.78501567614,-36005.3414786011
13102005900,13102,"59","まつだいらえちぜんのかみやしきあといせき","松平越前守屋敷跡遺跡","中央区 新川二丁目","[近世]","屋敷（武家）","石積護岸　石組下水　下水木樋　土坑","陶磁器　土器　瓦　木製品　金属製品　石製品",139.7823868,35.67442364,-4611.8728904617,-36119.8380890651
13102006000,13102,"60","はっちょうぼりにちょうめ（だいにじ）いせき","八丁堀二丁目(第2次）遺跡","中央区 八丁堀二丁目","[近世]","社寺・屋敷（武家・町屋）","石組下水　下水木樋　埋甕　胞衣埋納遺構　土蔵址　建物址　焼土整理土坑　木棺　他","陶磁器　土器　瓦　木製品　土製品　人骨",139.7763153,35.67624342,-5161.37092015521,-35917.6462214943
